listing_id,id,date,reviewer_id,reviewer_name,comments,language,polarity
973448543335709546,1003290019878677529,2023-10-16,241069431,Caroline,"A little inconvenient to use the shower, which is located all the way in the basement. I lived on the third floor, so i had to walk down   stairs to get to the shower. Otherwise, very convenient location and clean!",en,0.2228
973460698824739812,1012028156383556934,2023-10-28,3168124,Hannah,Very nice place! Great neighborhood with lots of fun restaurants and things to do. Easy walk to metro. Love it! Would definitely stay again,en,0.9688
973460698824739812,1022888504863471187,2023-11-12,83620501,Grace,"Great location, near the JR Yamanote line Shin-Okubo station. It looks like a Korean town, lots of korean resto and stuff.  The only downside to the place is that the stairs/ladder access to loft area was steep and if you are on the heavy side or afraid of heights, it might not be for you. Otherwise, it is okay.",en,0.7579
973460698824739812,1046070454282713019,2023-12-14,55343272,Muhammad Amerul,The location was less than   minutes walk to the station. Close to lots of shops but yet quiet as soon you enter the lane.,en,0.0
973475508391518956,1035161648323746049,2023-11-29,224645459,동익,Kind oner and pleasure trip!,en,0.8122
973475508391518956,1043073534940970080,2023-12-09,134382896,Nurul Alina Azim,near to train station,en,0.0
980300470668567277,1007601101836619927,2023-10-22,387129528,Elle,"Lemon House is really sweet and was around   minutes walk from Nakano Station (JR Line) and just one station from Shinjuku.<br/>There are lots of Izakaya and other cute shops nearby.<br/>If you are hunting for retro toys/TCG cards check out Nakano Broadway which is just next to the station.<br/>There is a   coin laundry and an onsen (open until  : ) in the building next door.<br/>The bed was the most comfortable bed I've ever slept in and check in was easy.<br/>Only things that bothered a bit were:<br/>The Exit sign is incredibly bright when you want to sleep.<br/>Curtains are a bit too short so the sun will hit you in the face every morning.<br/>Stairs are very steep and a bit slippery when you wear socks but luckily there is a hand railing.<br/>Last thing: the bathroom is not separate, there is no door. It is in the same room as the rest of the house (it's all open space) and the main entrance door is literally next to the toilet.<br/>Woukd stay there again :)",en,0.9516
980300470668567277,1014809063449715730,2023-11-01,309165706,Ali,Stay was okay there was issues but the host had great communication which made the process abit easier,en,0.8957
980300470668567277,1023590334498068198,2023-11-13,10735129,Joshua,Nice place,en,0.4215
980300470668567277,1026518469231591630,2023-11-17,8042068,Friedrich,"Lovely apartment that has everything you can think of: From free Japanese snacks to adapters and a cozy interior combined with high tech hair dryer or a buggy - you name it, they have it. Usually you only find the garbage the owners don't need anymore - not in the Lemon House.<br/>The location is marvellous if you want to feel the vibe of an entire Izakaya quarter with great spots to eat, drink or shop.<br/>The communication is extremely friendly, helpful and super fast.<br/>The apartment is rather poorly soundproofed - seems common to me in Japan. Bring ear plugs if you are a light sleeper.",en,0.9718
980300470668567277,1050363480561502307,2023-12-20,117677306,Inez,"I loved my stay, the location was perfect. The onsen and coin laundry just outside the door are super convenient, and perfect if you want to try onsen for the first time. I found the layout of the apartment a little tricky because I had a huge suitcase and getting it up and down the narrow stairs was scary! And the steps up to the tatami space are a little awkward. When you come in you walk straight into the bathroom, which also feels a bit unnatural. I got used to it but I think it may be better for shorter stays or for people with less luggage. I didn’t try to cook anything as there’s so much great cheap food in the local area. The bars in Nakano are also great and I felt lucky to be in such a great area. Thank you for having me!",en,0.9912
980300470668567277,1053238691331495784,2023-12-23,521884397,Sharren,"The lemon house is a cosy and beautiful place to stay in Nakano. Great location and more than enough amenities to make your trip comfortable. <br/>Wen and Robin have been a kind, a great help and were always very willing to give any information you need. Highly recommend.",en,0.9758
980656311896407731,998929210481992624,2023-10-10,376939105,Liam,"Ken was super friendly and responsive. His home was in a great location,   minutes from the Tokyo Skytree.  /  would stay there again!",en,0.9324
980656311896407731,1020658619207338016,2023-11-09,117296339,Franziska,"We could check in earlier, which was really great. The kitchen was well equipped with everything you need (except seasoning and oil) and the flat was small but cozy. Recommended, would come again.",en,0.6648
980656311896407731,1030129597350396543,2023-11-22,33369198,Joshua,"Ken's place was great. It was easy to find and the check in process was very smooth. The place was clean. Some things to note, there was only   bathroom instead of  .  that was in the listing. The airbnb is on the   floor with no elevator so that is something to be aware of but all in all, it was pleasant stay.",en,0.8481
980656311896407731,1034404283415225754,2023-11-27,289175307,Ross,Good property for two people. Host was friendly and helpful. Property was very clean.,en,0.8977
980656311896407731,1044612414136376056,2023-12-12,494029425,Rohin,"Ken was very helpful and accommodating, would recommend.",en,0.6801
980663413186945483,1011211345753954683,2023-10-27,2927319,Kevin,"Very good communication and great location. Could be better with the address and/or photos to the unit, but we made it just fine. Thank you very much!",en,0.8844
980663413186945483,1019963129474252925,2023-11-08,322365840,Đạt,Great place close to anything and everything!,en,0.6588
980663413186945483,1028654012316313186,2023-11-20,300705596,Davin,Convenient location and not too from from the station,en,0.0
980663413186945483,1053263522645270593,2023-12-24,251680220,敬,nice location and very convenient for public transport,en,0.4215
980711120608455071,1006889557628899111,2023-10-21,303771459,Amy,I enjoyed staying here it was in a really convenient location. Everything was great!,en,0.8268
980711120608455071,1035173555446408340,2023-11-29,31002705,Andrea,"Good location, have lots of restaurant and convenience stores.",en,0.4404
980770794167612858,992362480063475262,2023-10-01,287241314,Kanako,It was very clean and everything was tidy. The host was very responsive and gave us advice on our stay. The place was fully furnished with a lot amenities. It was near Ikebukuro which I appreciated. Would like to stay again in the future!,en,0.8974
975979968676292955,982953146615909011,2023-09-18,20620730,Brian,Yuri was a wonderful host. would recommend,en,0.7351
975979968676292955,991669126749067936,2023-09-30,38702206,Mette,It was so easy to communicate with Yuri and the place was perfect. We were two friends sharing this apartment. Very clean and very nice mattresses and duvet was like hotel! <br/>Was so nice with windows and balcony with a view and so close to everything and Shibuya. <br/>It was perfect and would stay again and recommend it to any!,en,0.9846
975979968676292955,993822476326382859,2023-10-03,130915425,Héctor,Just in the heart of Shibuya.  % recomended!,en,0.0
975979968676292955,998221630483462735,2023-10-09,182534770,Sunyoung,"Great great location and a reasonable price, highly recommended. A few convenience stores nearby. I stayed on a weekend so there’s some noisy sound during the night till   am, earplugs might help you",en,0.9007
975979968676292955,1004675298094874977,2023-10-18,52468104,Yi,"Yuri has been really helpful and responsive. The place was right on the spot, we can explore  the popular areas so easily. The bed was so comfy and helped us take away the tiredness from walking all day in Tokyo.",en,0.8847
975979968676292955,1021443914548553270,2023-11-10,167846975,Brent,Great place and service,en,0.6249
975979968676292955,1028597833890181120,2023-11-19,7983455,Julie,"Yuri was an excellent host.  She was extremely responsive to all my inquiries.  The apt was very clean and had everything needed.  Pictures were accurate, but if you are not use to apt sizes in Japan then it can still be a surprise at how small the space is when you arrive.  I was prepared so there was no surprise for me.",en,0.827
975979968676292955,1040254239204559130,2023-12-06,39987894,Natasha,"Yuri is such a pleasant host. Love staying at her place, it felt very safe.",en,0.8932
976256586087104418,1005458726638103758,2023-10-19,42966092,Zoya,Okay for one night only,en,0.2263
976256586087104418,1025685375650162588,2023-11-15,434686848,Delma,"Felt welcomed, slippers right by door for each of us.  Clean, great location, comfortable, and quiet.   -  right next door. Would definitely recommend.",en,0.9493
980837922636154159,1000382914270098175,2023-10-12,174276761,Leah,Great location with local restaurants and a JR station   min walk away. Responsive and flexible host. Great value for the money!,en,0.9359
976256586087104418,1030842013312576099,2023-11-23,150250442,Anggi,We stayed for only   night but we were happy with our stay.,en,0.7227
976275594480929859,993893569736359138,2023-10-03,27678942,M.,Very nice host. Responsive to everything,en,0.7056
976275594480929859,1010489591266443480,2023-10-26,475600416,Viktors,Great place!,en,0.6588
976275594480929859,1018519112966438654,2023-11-06,261031602,Nathan,"Great place, good value",en,0.8555
976275594480929859,1032273627761573287,2023-11-25,486119188,Sivan,Very quiet and calm place the lawson is just down the road. easy transit.,en,0.6666
973479756701687581,1026487659457574232,2023-11-17,539229759,Kacey,Good location<br/>Clean accommodation,en,0.4404
973481568177307939,1003997026834781112,2023-10-17,434451836,Reginnia,"A great room in a great location. Very nice modern room equipped with desk and kettle as described. Shared bathroom. Shared shower located in the basement with washers. Entry codes are required for keypads on the outside of doorways. Room was clean, with a great view from the balcony and roof. We had   floor corner room. Will recommend staying here. Hope to return soon.",en,0.9804
973481568177307939,1011295794163705169,2023-10-27,243054770,Michelle,Quiet neighbourhood and a super clean and well kept place. Would recommend!,en,0.8883
973481568177307939,1016313069121094280,2023-11-03,540810523,Brijesh,"Great place.<br/>The room has AC, Big bed, Huge windows and balcony. <br/>But there was no closet or cupboard to keep the luggage. That was the only problem we faced. And they should give plates, spoons. that I can understand.<br/>Otherwise it's very good one.<br/>Definitely value for money.",en,0.8104
973481568177307939,1023613892479715207,2023-11-13,281947192,Anthony,"There’s no elevator and my room is on the third floor. Had to lug my heavy   luggage up three floors of stairs. Was very uncomfortable and nearly injured myself as it was raining and slippery. <br/>The shared toilet and washing machine are very clean. The cleaner comes often to tidy up so the shared showering arrangements is not bad at all. <br/>My only complain is the lack of elevators. Also the areas is a little bit further from popular destinations and train stations. But if it’s cheap, it might be worth the money.",en,0.5738
973481568177307939,1028638324203811490,2023-11-20,32320993,Yuan,"The location is great! Room is beautiful! The only down side of the story would be the shower is in the basement,BUT I think I came across the cutest guy ever on my way to the shower on the staircase on the night of Nov  , I hope he’s reading this 😊",en,0.9458
973481568177307939,1048215463865029523,2023-12-17,108448213,Adrian,Decent place at a good location. Very quiet street so it is very nice.,en,0.7178
980837922636154159,1014825395062079204,2023-11-01,443539337,Kwan Yeung,The place is convenient that just walk few minutes can go to the station and shop.,en,0.0
980837922636154159,1024981601002188851,2023-11-14,446283548,Koo,"Lovely stay at a great place, all the major attraction in Tokyo were easily and quickly accessible while still being in a peaceful neighborhood. Would definitely recommend for anyone planning a trip to Tokyo!",en,0.9682
980837922636154159,1043808862023946953,2023-12-10,81629408,Jaisun,"Loved the place, it was very clean and spacious. located super close to a train station which was a huge plus. It truly added so much value to our trip",en,0.9563
980837922636154159,1046792845390465148,2023-12-15,511933786,Woei Gann,Good experience.,en,0.4404
980837922636154159,1048938415263796297,2023-12-18,428242866,Michelle,The beds were super comfortable and check in and check out was very easy,en,0.8858
973483790281210281,992443052606195017,2023-10-01,295724365,Josh,The place was very nice it was perfect for what we needed. Something quick small and at a decent price. We hardly rested cause there was so much to do! Beware the stairs are step so try not to have too much luggage or too heavy luggage.  Loved the place! Would book again!  %,en,0.9112
973483790281210281,1011966919663844846,2023-10-28,37524264,Jorgen,"Located in a lovely neighbourhood walkable to both metro and jr stations .About   walk to Shinjuku<br/>Well sorted supermarket close by.<br/>The room was nice, spacious and clean.<br/>Check was really easy<br/>Stairs can be a bit of a hassle with heavy bags but manageable",en,0.5106
976320082668566497,982975534031532678,2023-09-18,72927605,Harun,"Really clean and cozy place, perfect for one person. Cheap in the center too! i recommend",en,0.8585
976320082668566497,987335215050716998,2023-09-24,47231062,Jamie,This listing was great. Short walk to all the things you want to do or to transportation to get you anywhere. Space was very clean and had all that I needed. Would definitely come back again.,en,0.8777
976320082668566497,1006116242631379820,2023-10-20,43487007,Enni-Kukka,"I spent two great nights at the flat. It’s in a nice calmer and quieter corner of Yoyogi and feels a bit more residential and local, but with fantastic restaurants and bars just around the corner and Shinjuku, Harajuku and Yoyogi park a short walk away. The flat is exactly as described, and perfect for a solo traveller for a few nights stay. Thank you for having me.",en,0.9607
976320082668566497,1008379449915222698,2023-10-23,30308069,Zain,"Apartment layout as described.   Location is in a quiet neighborhood, near the station.  Easy to navigate with app.  Close to Meiji Jingu park where you can find your back into nature whenever you feel the need.  Passing through to the south end of the park is the heart of Shibuya (or take the train for a quick trip).  Really reasonable accommodation for solo travelers.  Dorm style, clean, & quiet.  Tiny kitchenette, but no space for table.",en,0.0
976320082668566497,1011187397068348491,2023-10-27,226771771,Katelyn,"Enjoyed this spot! Great location to walk around,   min walk to the station to Shibuya. Easy access",en,0.8908
976320082668566497,1026518442947520286,2023-11-17,465083510,William Christopher,"The place was a nice stay and very clean. I thought the place was not that spacious, but it was smaller than i thought it would be. Enough for one person stay and if you use for only resting.",en,0.4398
976320082668566497,1045319833268009329,2023-12-13,497945969,Michael,"I had   hours to pass and wanted an affordable space to sleep, be able to store my things securely, and be able to go out and explore the city for a little bit.  This fit the bill perfectly!  It's nothing grand, but if you're a single traveler, it beats the expensive hotel prices.  I would definitely stay here again if I was traveling solo through Tokyo.",en,0.7918
973499877254272364,995333950548559231,2023-10-05,190637010,Marge,"Brand new, large, clean, quiet!    minute walk from train station.  Family neighborhood. Host was responsive and helpful. Highly recommend!",en,0.8854
973499877254272364,1011961776330132217,2023-10-28,177698897,Jun,"We spent three weeks here, enjoying a local experience in Japan away from touristy areas. The proximity to shopping malls, convenient stores, and train stations made it an ideal location. The owner was responsive and friendly, addressing issues promptly. However, initial challenges like missing basic utilities and finding hair on the bed impacted our first days. Despite these hiccups, overall, it was a positive stay.",en,0.9493
973499877254272364,1016343009471943758,2023-11-03,68184968,Niña,"  storey house with   bedrooms, enough for a family. We are   people, with   child, it was spacious enough. It had everything g we need. Toiletries, things use for cooking (although we did not use it) there is a tv, a washing machine, a hair dryer, it was as really complete and the linens are nice and fluffy. The owner responded quickly with our needs. There is also a bakery literally infront of her house that makes good bread too bad i did not get a chance to say goodbye to my the lady. She was nice to us too. Train station is about   m by walk, but somehow you get to see the neighborhood and enjoy while walking around, the tokyo sky tree in your background, thank you again to the owner❤️🧡",en,0.8651
973499877254272364,1022160184780252104,2023-11-11,526811767,Chelsea,Responsive and helpful host,en,0.6486
973499877254272364,1054731318517394398,2023-12-26,159552220,Veronica,"the bed too soft, pillow too thin.<br/>the house is cleaned and warmed. close to tokyo skytree",en,0.2732
980913672302759548,1032963634853456497,2023-11-26,61388909,Boris,Recommend!,en,0.4199
973513051965948991,983723227771009829,2023-09-19,30402992,Jennifer,It is very convenient once you get your bearings.   min from Shinjuku station walking and middle of nightlife. Click on the photo of the check-in instructions to see them all. If you are a light sleeper bring earplugs- it's very easy to hear people in the hallway coming in late at night. Overall a great value and location!,en,0.8746
976369434777982569,1027875069845536727,2023-11-18,101931379,Jérémie,"The place was quiet and clean, and the location was good. Check-in instructions were clear and we had a good stay overall. The apartment isn't well insulated but there's a heater in the bedroom.",en,0.6301
980939562850410971,998974953583102848,2023-10-10,226088492,Man Him,Nice host.<br/>Responsive with clear instruction.<br/>Comfortable bedroom as illustrated in the photos,en,0.6597
980939562850410971,1014808924146757646,2023-11-01,334417520,Wayne,"Nice stay in Kita City. There is a JR station close to the accommodation and a Lawson and other shops for amenities. The neighbors were a bit rude, they told us to shut up even though it was not quiet hours yet. If the group is   people and are loud, I would not recommend this location as the walls are thin and the neighbors can hear everything. However, I would recommend this airbnb if you're looking for a quiet area.",en,-0.5299
980939562850410971,1024968746621238302,2023-11-14,259100254,Aylin,"Yuki was very helpful and kind! They made sure to check on us everyday. The place was very clean and spacious, as well as close to a station which was very convenient. Thank you so much!!!",en,0.9524
980939562850410971,1027928179669247942,2023-11-19,113337606,Raquel,"The house was okay, although needs a little bit more cleaning especially the stairs which was so dusty. The house will never fit   people, it was even very uncomfortable with us three adults given that we have luggages. We appreciate the three beds and comfortable duvets and pillows though. I particularly want to stress, for future guests that it is  -  minutes of walking to Kita-Kabane station, so better to install GO Taxi in going to/fro there with a fare of  -  yen. I love that Lawson and the big supermarket Life is accessible though. Bathroom is too small, although i love that toilet is separate. Remote in first floor A/C needs changing but it can be turn on manually. Garbage cans are in the second floor balcony, which we were never able to use since we need to pass by the beds first.",en,0.7772
980939562850410971,1040198116543947310,2023-12-05,96819533,Grezia,"The place was a lot smaller than what it looked like in the pictures, trash from previous people was left in a closet and sink, it was still very quiet, and had a lot of convenience stores to buy food at late at night.",en,0.3612
980940699872731512,1032946738938499609,2023-11-25,116152996,Bridget,"The location is amazing, and very easy to travel around to other locations in Tokyo. However, it is much smaller than it looks. I stayed with   other friends, and we were constantly stepping on and over each other. This place will be great if there is only   or maybe   people in your group, but no more than that. Also, be aware that the bathroom is tiny. The hosts were responsive. It’s a decent place if you don’t intend to spend all your time there.",en,0.8199
980940699872731512,1040246644589531398,2023-12-06,468344394,Anežka,"The place was really nice. Everything was clean, great and calm location. We enjoyed our stay there.",en,0.9381
980955218283715516,993069756740505613,2023-10-02,161186438,Gabriel,Acceptable,en,0.3182
976394271837143824,1009803475572384358,2023-10-25,13371927,Brittany,"The location can’t be beat ! So close to everything you could need.. shopping , combini , atm. Apartment had everything I needed and was easy to get into. Thanks Masa !",en,0.7494
976394271837143824,1011980844681046339,2023-10-28,45486729,Kenneth,"I just needed something basic so I can do more exploring and be out and about; and this place was perfect for my needs. right at the heart of shibuya, with a conbini a few feet outside of the complex. Host was quick to respond during proper hours.",en,0.5719
976394271837143824,1018435522531906683,2023-11-05,49465948,Judy,"Very spacious apartment in great location,   min walk from Shibuya Station and close to major shopping and restaurant areas. Host is very responsive, and check in + checkout was easy. Bathroom is small, but functional. Little kitchenette and fridge was useful for longer stay. Would come back again!",en,0.8604
976394271837143824,1020690600914574795,2023-11-09,495261002,Jiffy,Love your place Masa. We'll definitely comeback,en,0.7845
976394271837143824,1033732238743601386,2023-11-27,450266885,Carli,Thank you for the stay!,en,0.4199
976461994468985582,1033737096397530955,2023-11-27,50953467,Mohammed,very nice place in a very good location <br/>  min walk to train station <br/>  stop from shinjuku station <br/>no stairs is always a big plus <br/>pictures<br/>make it appear bigger than it actually is but still a good size <br/>no kitchenis a bummer but definitely would recommend as it is the easiest place iv stayed at to get in and out with luggage <br/>expect many many rules but host is very nice and understanding,en,0.9588
976461994468985582,1035906677715480469,2023-11-30,98007192,Cathy,Thank you for a nice stay at your place!,en,0.68
976461994468985582,1040273436617535264,2023-12-06,32472127,Modesta,"Tommy's place is great, it have complete amenities, clean and exactly looks like in the photo. The location is convenient as we can go to yamanote line / chuo line from the nearest JR station. <br/>Thanks for the hospitality Tommy",en,0.8519
976461994468985582,1043172014690573240,2023-12-10,17130070,New,"The place looked fantastic.  It was clean.  The location is close to lots of things.  The place was great. The host was very quick to respond.  The mats needed more layers, it felt like sleeping on the floor.   Keep that in mind if you plan to use them.",en,0.9169
976461994468985582,1053257353776219616,2023-12-24,319509360,Vincent,"I'm really glad I booked this place. The place is so strategic and near to Okubo station, making it easier for us travel around Tokyo. The place is also super clean and quiet. Highly recommend.",en,0.9381
973513051965948991,1019980550418705793,2023-11-08,467341102,Eliza,"Great location, walking distance to all things in Shinjuku. Very quick responsive host and easy check in.",en,0.8683
973513051965948991,1024978510749154974,2023-11-14,168970235,Hudson,Very good location!,en,0.54
973513051965948991,1029331597807510673,2023-11-20,499963169,Riana,I love it,en,0.6369
973553222985971877,1017821677785427012,2023-11-05,332650587,Mariane,"This place is right in the heart of Shinjuku, if you like the night life is the perfect place, we loved that the place has a washing machine and hangers to put the towels and clothes to dry, the host is very kind and helpful, the place was clean and is very comfy.",en,0.9615
973553222985971877,1033036994009110029,2023-11-26,151866285,"Rogelio, Jr","Super clean room, walking distance to Kabukicho. The host is very friendly and quick to reply.",en,0.8777
973553222985971877,1038052996807335725,2023-12-03,78013986,Ken,Very good host. Very organized and kind.,en,0.7818
973553222985971877,1052534333185249515,2023-12-23,76719896,Amanda,host was very helpful and responsive,en,0.7056
973553222985971877,1053987260778758113,2023-12-25,248963166,Bai,"Very cozy home feel apartment.  Everything is so brand new and in excellent working conditions.  If you have a big group and multiple hotel rooms pricing becomes challenging this apartment is an awesome alternative.  Location is convenient going to subway and central Shinjuku where all the restaurants, shops and department store all within the walking distance.  Multiple convenient stores right downstairs from apartment.  Good value all around.",en,0.9287
973562422719366840,988759373333652033,2023-09-26,286581399,Armelle,"The apartment is very well located (  walk from Shinjuku station!) and the neighbourhood very calm and quiet.<br/>It is well-equipped and clean with everything needed but as it is a quite small, I would recommend it more for people who plan be out most of their time in Tokyo.",en,0.8064
980955218283715516,1003999854595037414,2023-10-17,136759878,Zaid,"The apartment was clean. Check-in was very flexible. The bathroom was bad. Very small and you cannot get in and out easily. The bed was uncomfortable. The apartment is very close to a metro station. There are many food shops and markets. The apartment is not suitable for tall people. <br/>Contact the owner of the excellent apartment. There is a small cooker, tea kettle, electric oven and electric fryer",en,0.5984
980955218283715516,1009022403433970137,2023-10-24,502431359,Chee Kiat,Great stay and had a good time,en,0.7906
980955218283715516,1017797221478714463,2023-11-05,474417,Masafumi,Close to Asagaya station and good value for money!,en,0.68
981010911531203108,990178759567865070,2023-09-28,32637934,Leo,Junsheng is a great host who provided clear instructions for check-in. The stay was nice and spacious with all amenities required. Will recommend it to other guests!,en,0.906
976497378313295058,996754117846219829,2023-10-07,539443852,Valerie,Host was very kind and responsive. Great location with a mall only a minute walk away from Airbnb. The train station was only   minutes away. Airbnb was also only a few stops from big tourist attractions. Definitely would stay here again.,en,0.9377
976497378313295058,1001152464879305172,2023-10-13,143950405,Rocky,Had an amazing time!,en,0.6239
976497378313295058,1011226009018385855,2023-10-27,115639218,Abdul,thankyouu<br/>all is good,en,0.4404
976497378313295058,1028611112979909873,2023-11-20,177081423,James,My wife and I had a great stay at Syuka's place. The location is a short five minute walk from Nakano Station. The area around the apartment is clean and quiet yet steps away from all the fun to be had in Nakano. We stayed in  . Apartment is small but has everything you need for your stay. Building is new so the construction material is modern. The stairs to the second floor would not work well if you had mobility issues. Syuka was very kind and helpful. We stayed for a week and really didn't see or hear the other tenants. Nakano is a great neighborhood with tons of restaurants and shopping. There is a grocery store a half block away. I bought an   wagyu steak at the grocery store for $  and cooked up an awesome lunch. You can get to Shinjuku directly in a few minutes if you use the Rapid Chuo line. I would stay here again for sure. Thanks Syuka!,en,0.9834
981010911531203108,993142980830083729,2023-10-02,55372029,Farah,"Great location, quiet town less than   mins walk to JR ShinKoiwa Station where the hustle and bustle is. If you’re driving, very narrow street so maybe not as easy for sedans and bigger vehicles if you’re not used to Japanese roads.<br/>There are   liveable levels and   being a rooftop. Level   is WC + shower and a bedroom, level   being living and dining which includes a Play station. Level   has   more bedroom and   WC.<br/>Communication was excellent. Had it easy being there! Thank you for having us!",en,0.8581
981010911531203108,1008350613631641116,2023-10-23,126910768,Torrey,We loved the balcony and the overall layout of the place. It’s in a quiet neighborhood and near the train station. The host is very accommodating and really friendly.  /  would recommend.,en,0.8795
981010911531203108,1010484640732661517,2023-10-26,537993768,Roxy,The host was very responsive and friendly! We loved the place and felt very at home. We well definitely stay here again if we return to Tokyo 😊,en,0.9354
976582464843609267,983722633921658839,2023-09-19,39796815,Ayu,Great place to stay in Shinjuku. Walking distance to everything you need.,en,0.6249
976582464843609267,987316866419434412,2023-09-24,492081086,瓜瓜yolanda,"Great location, close to the Station, and walkable to many restaurants, convenient stores, and coffee shops.",en,0.6249
976582464843609267,990227143161412613,2023-09-28,515739881,Michelle,"The host was clear, flexible and courteous. Loved the neighborhood - full of great restaurants, very walkable, close to train station.",en,0.9413
973562422719366840,996706934204038274,2023-10-07,40392304,Brandon,"Excellent location. Place was smaller for   people, but was spotless, well stocked and clean. Excellent place to stay",en,0.9274
973562422719366840,1020695982782790002,2023-11-09,133962393,Cedric,"This Airbnb is in a great spot, very close to Shinjuku and Shibuya. It's easy to get to the Yamanote train line to visit other places. The place was really clean. Great for travelers in Tokyo.",en,0.9368
973562422719366840,1024956142109247615,2023-11-14,271558171,Yiu,Nice host,en,0.4215
973562422719366840,1026509508409206619,2023-11-17,190897103,Kim,"The place was very small for two people. Perfect for one person.  Location was okay, walking distance to restaurants, stores, and public transportation.  The bed was a bit too firm for me, could have used more pillows.  No elevators, so you have to carry your luggage up the stairs.  Other than that, everything else was great, there was a fridge, microwave, washer, bidet, and slippers if you like.",en,0.8665
981010911531203108,1026463654249131149,2023-11-17,458187574,Glycel,"November  <br/>The place is newly built. It's in a quiet neighborhood, and they're friendly when you meet them in the morning. ^^ We loved the kitchen/living/dining area; we can sit together and chat about how our day went or plan our next day. ~~Just keep noise to a minimum, be a good guest, and respect neighbors. (The balcony and   are a cool plus!)<br/>There are many establishments close to the Shin-Koiwa train station: coffee shops, grocery and convenience stores, fast food chains, and restaurants. There's even arcade, karaoke, and the Shin-Koiwa Lumiere Shopping Street! ~~Just use Ggle Maps to easily search for nearby establishments, navigation, and directions for transpo. (You can also visit the Shin-Koiwa Park if you have time to spare.) <br/>Overall, the pros outweigh the cons. (Cons, more like rooms for improvement since the host is new, and so is her unit. We directly messaged her for suggestions.)",en,0.9725
981010911531203108,1029383318411372955,2023-11-21,307518290,Gladys,"Best Airbnb to stay! If I go Japan again, I would book the same Airbnb! Host was very friendly and responds very fast. Airbnb is near the station so easy to commute everywhere.  /  would recommend!",en,0.9414
981010911531203108,1032242834022603168,2023-11-25,242898304,Minnie,"The facility have a little bit old, the Micro-wave can not use, the time button is broken, not enough kitchenware can use for cook. The road and car park is narrow, our car is Alphard, not easy to park into the house. If have different trash cans for classified garbage are better. The mattress too soft, not comfortable to sleep. The homeowner very nice, very fast reply for my question and provide good help.",en,0.5244
981010911531203108,1041012502961139602,2023-12-07,107115613,Viv,"House was so clean , and we really enjoyed it. communication was excellent and close to station .",en,0.8953
981010911531203108,1046090906705651089,2023-12-14,514070467,Wai Hin,Nice house,en,0.4215
981010911531203108,1048259374926389412,2023-12-17,543130249,Apivatt,"The place give you feel like you are at home.<br/>The stay is near train station, market and restaurant if you think you have no idea where you will pick up one.",en,0.0772
981010911531203108,1053340521324917181,2023-12-24,49376856,Alley,"The guest house is not far from the JR station, offering ample rooms and a very comfortable communal lounge.",en,0.5563
973562422719366840,1028675007740376672,2023-11-20,58758240,Linus,The host was very responsive and we were happy with the place and the location. Thanks again 🙂,en,0.8553
976722608636177285,997435909090177567,2023-10-08,210494320,Wong,  min from Iriya metro. Easy to find once u find it. Host is flexible check in and accommodating. Walking distance to Asakusa tourist area and UENO Ameyo night market and Skytree Share toilet and bathroom. Share coin washing machine. Value for money.,en,0.8625
976722608636177285,1017030912695509975,2023-11-04,196674392,Mae Mailaluze,the place is clean and quit environment.  we love to book again next time,en,0.7845
976722608636177285,1019245188215295144,2023-11-07,204446164,Reyhan,There is no bidets in the toilets but other than that and the items keft by the other guests the place uphold my expectations,en,-0.1531
976729740544157676,1027161623827840492,2023-11-18,259972024,Man Ho,"Nice Host with good responses.<br/>Convenient and close to railway station, but could be a bit noisy at night (esp. weekend). Recommended.",en,0.4588
981030846159671757,1009015529109375784,2023-10-24,483099680,David,"Located in a quiet neighbourhood, close to subway station. Space is a bit on the smaller side but had all the amenities required. Hosts were very responsive and wonderful to speak with.",en,0.8789
981030846159671757,1011203334586904810,2023-10-27,151725569,Louise,"I had a lovely time staying there, the neighbourhood was quiet so great for sleeping. There’s a family mart and Lawson nearby plus the station is only a short walk. The entrance was difficult to find at first , but a kind passerby helped me! Also the hosts are very responsive by message. Thanks for a lovely stay!",en,0.9741
981030846159671757,1030125013793129375,2023-11-22,340396219,Rivata,So cute! Bathroom is a bit small but perfect place to sleep:),en,0.8171
981030846159671757,1032935296592472609,2023-11-25,171851927,Shelby,"great location to stay! lots of good places to eat around the area. close to a train station so easy to get other places. the hosts were very responsive and helpful! it was a little smaller than we expected, but it was a great place to stay.",en,0.9436
981030846159671757,1039559295488561615,2023-12-05,181594101,Caleb,"Overall, we had a great stay at Risa & Kei' place in Asagaya.<br/>Location: Great neighborhood near Asagaya station. Very peaceful, quiet, and accessible to almost everything (Konbini, grocery store, great local restaurants, and train station.).<br/>Place: We had a decent and pleasant stay. The room is clean and relaxing. Can fit up to   persons maximum. Spacious for  -  persons but can be too crowded for   persons but still manageable.<br/>Cleanliness: The place is clean and tidy. There were cleaning tools provided that will aid you to maintain the cleanliness during your entire stay. Please be mindful that this is not a hotel stay, so it is the responsibility of the guests to maintain the cleanliness of the room for the entire duration of your stay.<br/>Host: Risa and Kei are both accommodating, responsive, and organized. They have provided us complete instructions, like how to locate the room, how to self checkin, instructions in managing wastes, etc. It made our stay pleasant and manageable.",en,0.9851
973562422719366840,1036571265294603001,2023-11-30,112897162,Roman,Great location. Nice area. Clean and had everything I needed. I would book it again anytime.,en,0.8625
